strat,desc,mean_pnl_usd,min_pnl_usd,total_pnl_usd,total_taken,stability,fold_pnl_usd,fold_wr,cfg_json
BOND_FAST,liq<$1K tp39 sl19 trail10@15 t30m,-15.97,-188.49,-63.88,94,0.5,"[196.45, -188.49, 56.55, -128.39]","[0.719, 0.231, 0.864, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp39 sl19 trail10@25 t15m,-15.72,-146.12,-62.88,94,0.5,"[93.19, -146.12, 54.84, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp39 sl19 trail10@25 t20m,4.88,-146.12,19.53,94,0.5,"[180.91, -146.12, 42.4, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp39 sl19 trail10@25 t30m,-33.51,-240.05,-134.05,94,0.5,"[196.45, -240.05, 37.94, -128.39]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp39 sl19 trail15@15 t15m,-23.22,-146.12,-92.87,94,0.5,"[99.95, -146.12, 18.1, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp39 sl19 trail15@15 t20m,-6.51,-146.12,-26.05,94,0.5,"[163.0, -146.12, 14.72, -57.65]","[0.594, 0.0, 0.773, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp39 sl19 trail15@15 t30m,-40.3,-217.39,-161.19,94,0.5,"[178.54, -217.39, 6.05, -128.39]","[0.719, 0.0, 0.773, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp39 sl19 trail15@25 t15m,-24.01,-146.12,-96.02,94,0.5,"[99.95, -146.12, 14.94, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp39 sl19 trail15@25 t20m,-9.12,-146.12,-36.48,94,0.5,"[163.0, -146.12, 4.29, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp39 sl19 trail15@25 t30m,-47.52,-240.05,-190.06,94,0.25,"[178.54, -240.05, -0.16, -128.39]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp39 sl19 trail20@15 t15m,-29.33,-146.12,-117.33,94,0.5,"[80.51, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp39 sl19 trail20@15 t20m,-30.04,-146.12,-120.14,94,0.25,"[124.73, -146.12, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp39 sl19 trail20@15 t30m,-77.32,-240.05,-309.29,94,0.25,"[97.43, -240.05, -38.27, -128.39]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp39 sl19 trail20@25 t15m,-29.33,-146.12,-117.33,94,0.5,"[80.51, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp39 sl19 trail20@25 t20m,-30.04,-146.12,-120.14,94,0.25,"[124.73, -146.12, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp39 sl19 trail20@25 t30m,-77.32,-240.05,-309.29,94,0.25,"[97.43, -240.05, -38.27, -128.39]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.4, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 notrail t15m,-21.36,-176.3,-85.42,94,0.5,"[142.6, -176.3, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 notrail t20m,-35.29,-176.3,-141.16,94,0.25,"[163.33, -176.3, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 notrail t30m,-133.93,-270.23,-535.7,94,0.0,"[-83.12, -270.23, -42.27, -140.08]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 notrail t15m,-21.36,-176.3,-85.42,94,0.5,"[142.6, -176.3, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 notrail t20m,-35.29,-176.3,-141.16,94,0.25,"[163.33, -176.3, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 notrail t30m,-133.93,-270.23,-535.7,94,0.0,"[-83.12, -270.23, -42.27, -140.08]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 trail10@15 t15m,-25.86,-176.3,-103.42,94,0.5,"[73.19, -176.3, 64.49, -64.8]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 trail10@15 t20m,-1.12,-176.3,-4.47,94,0.5,"[160.91, -176.3, 68.57, -57.65]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 trail10@15 t30m,-32.09,-218.67,-128.35,94,0.5,"[176.45, -218.67, 53.95, -140.08]","[0.719, 0.231, 0.864, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 trail10@25 t15m,-28.27,-176.3,-113.06,94,0.5,"[73.19, -176.3, 54.84, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 trail10@25 t20m,-7.66,-176.3,-30.65,94,0.5,"[160.91, -176.3, 42.4, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 trail10@25 t30m,-47.32,-270.23,-189.29,94,0.5,"[176.45, -270.23, 44.57, -140.08]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 trail15@15 t15m,-33.26,-176.3,-133.05,94,0.5,"[89.95, -176.3, 18.1, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 trail15@15 t20m,-16.56,-176.3,-66.23,94,0.5,"[153.0, -176.3, 14.72, -57.65]","[0.594, 0.0, 0.773, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 trail15@15 t30m,-53.92,-247.57,-215.66,94,0.5,"[168.54, -247.57, 3.45, -140.08]","[0.719, 0.0, 0.773, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 trail15@25 t15m,-34.05,-176.3,-136.2,94,0.5,"[89.95, -176.3, 14.94, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 trail15@25 t20m,-19.17,-176.3,-76.66,94,0.5,"[153.0, -176.3, 4.29, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 trail15@25 t30m,-58.83,-270.23,-235.3,94,0.5,"[168.54, -270.23, 6.47, -140.08]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 trail20@15 t15m,-39.38,-176.3,-157.51,94,0.5,"[70.51, -176.3, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 trail20@15 t20m,-40.08,-176.3,-160.32,94,0.25,"[114.73, -176.3, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 trail20@15 t30m,-88.63,-270.23,-354.53,94,0.25,"[87.43, -270.23, -31.64, -140.08]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl30 trail20@25 t15m,-39.38,-176.3,-157.51,94,0.5,"[70.51, -176.3, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl30 trail20@25 t20m,-40.08,-176.3,-160.32,94,0.25,"[114.73, -176.3, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl30 trail20@25 t30m,-88.63,-270.23,-354.53,94,0.25,"[87.43, -270.23, -31.64, -140.08]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 notrail t15m,-13.83,-161.21,-55.33,94,0.5,"[157.6, -161.21, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 notrail t20m,-27.77,-161.21,-111.07,94,0.25,"[178.33, -161.21, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 notrail t30m,-156.96,-255.14,-627.84,94,0.0,"[-68.12, -255.14, -153.71, -150.87]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 notrail t15m,-13.83,-161.21,-55.33,94,0.5,"[157.6, -161.21, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 notrail t20m,-27.77,-161.21,-111.07,94,0.25,"[178.33, -161.21, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 notrail t30m,-156.96,-255.14,-627.84,94,0.0,"[-68.12, -255.14, -153.71, -150.87]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 trail10@15 t15m,-18.33,-161.21,-73.33,94,0.5,"[88.19, -161.21, 64.49, -64.8]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 trail10@15 t20m,6.4,-161.21,25.62,94,0.5,"[175.91, -161.21, 68.57, -57.65]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 trail10@15 t30m,-27.56,-203.58,-110.25,94,0.5,"[191.45, -203.58, 52.75, -150.87]","[0.719, 0.231, 0.864, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 trail10@25 t15m,-20.75,-161.21,-82.97,94,0.5,"[88.19, -161.21, 54.84, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 trail10@25 t20m,-0.14,-161.21,-0.56,94,0.5,"[175.91, -161.21, 42.4, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 trail10@25 t30m,-42.8,-255.14,-171.19,94,0.5,"[191.45, -255.14, 43.37, -150.87]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 trail15@15 t15m,-25.74,-161.21,-102.96,94,0.5,"[104.95, -161.21, 18.1, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 trail15@15 t20m,-9.04,-161.21,-36.14,94,0.5,"[168.0, -161.21, 14.72, -57.65]","[0.594, 0.0, 0.773, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 trail15@15 t30m,-49.39,-232.48,-197.55,94,0.5,"[183.54, -232.48, 2.25, -150.87]","[0.719, 0.0, 0.773, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 trail15@25 t15m,-26.53,-161.21,-106.11,94,0.5,"[104.95, -161.21, 14.94, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 trail15@25 t20m,-11.64,-161.21,-46.57,94,0.5,"[168.0, -161.21, 4.29, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 trail15@25 t30m,-54.3,-255.14,-217.2,94,0.5,"[183.54, -255.14, 5.27, -150.87]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 trail20@15 t15m,-31.86,-161.21,-127.42,94,0.5,"[85.51, -161.21, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 trail20@15 t20m,-32.56,-161.21,-130.23,94,0.25,"[129.73, -161.21, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 trail20@15 t30m,-84.1,-255.14,-336.42,94,0.25,"[102.43, -255.14, -32.84, -150.87]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl25 trail20@25 t15m,-31.86,-161.21,-127.42,94,0.5,"[85.51, -161.21, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl25 trail20@25 t20m,-32.56,-161.21,-130.23,94,0.25,"[129.73, -161.21, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl25 trail20@25 t30m,-84.1,-255.14,-336.42,94,0.25,"[102.43, -255.14, -32.84, -150.87]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl19 notrail t15m,-6.31,-146.12,-25.24,94,0.5,"[172.6, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl19 notrail t20m,-20.24,-146.12,-80.98,94,0.25,"[193.33, -146.12, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl19 notrail t30m,-146.92,-240.05,-587.7,94,0.0,"[-53.12, -240.05, -166.14, -128.39]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl19 notrail t15m,-6.31,-146.12,-25.24,94,0.5,"[172.6, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl19 notrail t20m,-20.24,-146.12,-80.98,94,0.25,"[193.33, -146.12, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl19 notrail t30m,-146.92,-240.05,-587.7,94,0.0,"[-53.12, -240.05, -166.14, -128.39]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl19 trail10@15 t15m,-10.81,-146.12,-43.24,94,0.5,"[103.19, -146.12, 64.49, -64.8]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl19 trail10@15 t20m,13.93,-146.12,55.71,94,0.5,"[190.91, -146.12, 68.57, -57.65]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl19 trail10@15 t30m,-13.47,-188.49,-53.88,94,0.5,"[206.45, -188.49, 56.55, -128.39]","[0.719, 0.231, 0.864, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl19 trail10@25 t15m,-13.22,-146.12,-52.88,94,0.5,"[103.19, -146.12, 54.84, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl19 trail10@25 t20m,7.38,-146.12,29.53,94,0.5,"[190.91, -146.12, 42.4, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl19 trail10@25 t30m,-31.01,-240.05,-124.05,94,0.5,"[206.45, -240.05, 37.94, -128.39]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$1K tp50 sl19 trail15@15 t15m,-18.22,-146.12,-72.87,94,0.5,"[119.95, -146.12, 18.1, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$1K tp50 sl19 trail15@15 t20m,-1.51,-146.12,-6.05,94,0.5,"[183.0, -146.12, 14.72, -57.65]","[0.594, 0.0, 0.773, 0.214]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$1K tp50 sl19 trail15@15 t30m,-35.3,-217.39,-141.19,94,0.5,"[198.54, -217.39, 6.05, -128.39]","[0.719, 0.0, 0.773, 0.0]","{""max_liq"": 1000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
