strat,desc,mean_pnl_usd,min_pnl_usd,total_pnl_usd,total_taken,stability,fold_pnl_usd,fold_wr,cfg_json
BOND_FAST,liq<$3K tp50 sl25 trail10@25 t30m,-42.8,-255.14,-171.19,94,0.5,"[191.45, -255.14, 43.37, -150.87]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl25 trail15@15 t15m,-25.74,-161.21,-102.96,94,0.5,"[104.95, -161.21, 18.1, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl25 trail15@15 t20m,-9.04,-161.21,-36.14,94,0.5,"[168.0, -161.21, 14.72, -57.65]","[0.594, 0.0, 0.773, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl25 trail15@15 t30m,-49.39,-232.48,-197.55,94,0.5,"[183.54, -232.48, 2.25, -150.87]","[0.719, 0.0, 0.773, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl25 trail15@25 t15m,-26.53,-161.21,-106.11,94,0.5,"[104.95, -161.21, 14.94, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl25 trail15@25 t20m,-11.64,-161.21,-46.57,94,0.5,"[168.0, -161.21, 4.29, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl25 trail15@25 t30m,-54.3,-255.14,-217.2,94,0.5,"[183.54, -255.14, 5.27, -150.87]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl25 trail20@15 t15m,-31.86,-161.21,-127.42,94,0.5,"[85.51, -161.21, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl25 trail20@15 t20m,-32.56,-161.21,-130.23,94,0.25,"[129.73, -161.21, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl25 trail20@15 t30m,-84.1,-255.14,-336.42,94,0.25,"[102.43, -255.14, -32.84, -150.87]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl25 trail20@25 t15m,-31.86,-161.21,-127.42,94,0.5,"[85.51, -161.21, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl25 trail20@25 t20m,-32.56,-161.21,-130.23,94,0.25,"[129.73, -161.21, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl25 trail20@25 t30m,-84.1,-255.14,-336.42,94,0.25,"[102.43, -255.14, -32.84, -150.87]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.75, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 notrail t15m,-6.31,-146.12,-25.24,94,0.5,"[172.6, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 notrail t20m,-20.24,-146.12,-80.98,94,0.25,"[193.33, -146.12, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 notrail t30m,-146.92,-240.05,-587.7,94,0.0,"[-53.12, -240.05, -166.14, -128.39]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 notrail t15m,-6.31,-146.12,-25.24,94,0.5,"[172.6, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 notrail t20m,-20.24,-146.12,-80.98,94,0.25,"[193.33, -146.12, -70.54, -57.65]","[0.594, 0.0, 0.091, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 notrail t30m,-146.92,-240.05,-587.7,94,0.0,"[-53.12, -240.05, -166.14, -128.39]","[0.469, 0.0, 0.091, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 trail10@15 t15m,-10.81,-146.12,-43.24,94,0.5,"[103.19, -146.12, 64.49, -64.8]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 trail10@15 t20m,13.93,-146.12,55.71,94,0.5,"[190.91, -146.12, 68.57, -57.65]","[0.594, 0.0, 0.864, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 trail10@15 t30m,-13.47,-188.49,-53.88,94,0.5,"[206.45, -188.49, 56.55, -128.39]","[0.719, 0.231, 0.864, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 trail10@25 t15m,-13.22,-146.12,-52.88,94,0.5,"[103.19, -146.12, 54.84, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 trail10@25 t20m,7.38,-146.12,29.53,94,0.5,"[190.91, -146.12, 42.4, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 trail10@25 t30m,-31.01,-240.05,-124.05,94,0.5,"[206.45, -240.05, 37.94, -128.39]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 trail15@15 t15m,-18.22,-146.12,-72.87,94,0.5,"[119.95, -146.12, 18.1, -64.8]","[0.594, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 trail15@15 t20m,-1.51,-146.12,-6.05,94,0.5,"[183.0, -146.12, 14.72, -57.65]","[0.594, 0.0, 0.773, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 trail15@15 t30m,-35.3,-217.39,-141.19,94,0.5,"[198.54, -217.39, 6.05, -128.39]","[0.719, 0.0, 0.773, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 trail15@25 t15m,-19.01,-146.12,-76.02,94,0.5,"[119.95, -146.12, 14.94, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 trail15@25 t20m,-4.12,-146.12,-16.48,94,0.5,"[183.0, -146.12, 4.29, -57.65]","[0.594, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 trail15@25 t30m,-42.52,-240.05,-170.06,94,0.25,"[198.54, -240.05, -0.16, -128.39]","[0.719, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 trail20@15 t15m,-24.33,-146.12,-97.33,94,0.5,"[100.51, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 trail20@15 t20m,-25.04,-146.12,-100.14,94,0.25,"[144.73, -146.12, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 trail20@15 t30m,-72.32,-240.05,-289.29,94,0.25,"[117.43, -240.05, -38.27, -128.39]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp50 sl19 trail20@25 t15m,-24.33,-146.12,-97.33,94,0.5,"[100.51, -146.12, 13.08, -64.8]","[0.594, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp50 sl19 trail20@25 t20m,-25.04,-146.12,-100.14,94,0.25,"[144.73, -146.12, -41.11, -57.65]","[0.594, 0.0, 0.136, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp50 sl19 trail20@25 t30m,-72.32,-240.05,-289.29,94,0.25,"[117.43, -240.05, -38.27, -128.39]","[0.688, 0.0, 0.136, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.5, ""sl_mult"": 0.8, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 notrail t15m,-27.32,-176.3,-109.28,94,0.5,"[118.74, -176.3, 13.08, -64.8]","[0.469, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 notrail t20m,-41.26,-176.3,-165.02,94,0.25,"[139.47, -176.3, -70.54, -57.65]","[0.469, 0.0, 0.091, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 notrail t30m,-139.89,-270.23,-559.56,94,0.0,"[-106.98, -270.23, -42.27, -140.08]","[0.344, 0.0, 0.091, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 notrail t15m,-27.32,-176.3,-109.28,94,0.5,"[118.74, -176.3, 13.08, -64.8]","[0.469, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 notrail t20m,-41.26,-176.3,-165.02,94,0.25,"[139.47, -176.3, -70.54, -57.65]","[0.469, 0.0, 0.091, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 notrail t30m,-139.89,-270.23,-559.56,94,0.0,"[-106.98, -270.23, -42.27, -140.08]","[0.344, 0.0, 0.091, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 trail10@15 t15m,-31.37,-176.3,-125.47,94,0.5,"[51.15, -176.3, 64.49, -64.8]","[0.562, 0.0, 0.864, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 trail10@15 t20m,-6.63,-176.3,-26.52,94,0.5,"[138.86, -176.3, 68.57, -57.65]","[0.562, 0.0, 0.864, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 trail10@15 t30m,-37.6,-218.67,-150.39,94,0.5,"[154.4, -218.67, 53.95, -140.08]","[0.688, 0.231, 0.864, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 trail10@25 t15m,-33.78,-176.3,-135.11,94,0.5,"[51.15, -176.3, 54.84, -64.8]","[0.562, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 trail10@25 t20m,-13.17,-176.3,-52.69,94,0.5,"[138.86, -176.3, 42.4, -57.65]","[0.562, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 trail10@25 t30m,-52.84,-270.23,-211.33,94,0.5,"[154.4, -270.23, 44.57, -140.08]","[0.688, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 trail15@15 t15m,-52.29,-176.3,-209.17,94,0.5,"[13.83, -176.3, 18.1, -64.8]","[0.5, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 trail15@15 t20m,-35.59,-176.3,-142.35,94,0.5,"[76.87, -176.3, 14.72, -57.65]","[0.5, 0.0, 0.773, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 trail15@15 t30m,-72.95,-247.57,-291.78,94,0.5,"[92.42, -247.57, 3.45, -140.08]","[0.625, 0.0, 0.773, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 trail15@25 t15m,-53.08,-176.3,-212.33,94,0.5,"[13.83, -176.3, 14.94, -64.8]","[0.5, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 trail15@25 t20m,-38.2,-176.3,-152.78,94,0.5,"[76.87, -176.3, 4.29, -57.65]","[0.5, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 trail15@25 t30m,-77.86,-270.23,-311.43,94,0.5,"[92.42, -270.23, 6.47, -140.08]","[0.625, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 trail20@15 t15m,-59.51,-176.3,-238.02,94,0.25,"[-10.01, -176.3, 13.08, -64.8]","[0.5, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 trail20@15 t20m,-60.21,-176.3,-240.83,94,0.25,"[34.22, -176.3, -41.11, -57.65]","[0.5, 0.0, 0.136, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 trail20@15 t30m,-108.76,-270.23,-435.04,94,0.25,"[6.91, -270.23, -31.64, -140.08]","[0.594, 0.0, 0.136, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl30 trail20@25 t15m,-59.51,-176.3,-238.02,94,0.25,"[-10.01, -176.3, 13.08, -64.8]","[0.5, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl30 trail20@25 t20m,-60.21,-176.3,-240.83,94,0.25,"[34.22, -176.3, -41.11, -57.65]","[0.5, 0.0, 0.136, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl30 trail20@25 t30m,-108.76,-270.23,-435.04,94,0.25,"[6.91, -270.23, -31.64, -140.08]","[0.594, 0.0, 0.136, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.7, ""trail_pct"": 0.2, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl25 notrail t15m,-19.8,-161.21,-79.19,94,0.5,"[133.74, -161.21, 13.08, -64.8]","[0.469, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl25 notrail t20m,-33.73,-161.21,-134.93,94,0.25,"[154.47, -161.21, -70.54, -57.65]","[0.469, 0.0, 0.091, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl25 notrail t30m,-162.93,-255.14,-651.7,94,0.0,"[-91.98, -255.14, -153.71, -150.87]","[0.344, 0.0, 0.091, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl25 notrail t15m,-19.8,-161.21,-79.19,94,0.5,"[133.74, -161.21, 13.08, -64.8]","[0.469, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl25 notrail t20m,-33.73,-161.21,-134.93,94,0.25,"[154.47, -161.21, -70.54, -57.65]","[0.469, 0.0, 0.091, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl25 notrail t30m,-162.93,-255.14,-651.7,94,0.0,"[-91.98, -255.14, -153.71, -150.87]","[0.344, 0.0, 0.091, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.0, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl25 trail10@15 t15m,-23.84,-161.21,-95.38,94,0.5,"[66.15, -161.21, 64.49, -64.8]","[0.562, 0.0, 0.864, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl25 trail10@15 t20m,0.89,-161.21,3.57,94,0.5,"[153.86, -161.21, 68.57, -57.65]","[0.562, 0.0, 0.864, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl25 trail10@15 t30m,-33.08,-203.58,-132.29,94,0.5,"[169.4, -203.58, 52.75, -150.87]","[0.688, 0.231, 0.864, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl25 trail10@25 t15m,-26.25,-161.21,-105.02,94,0.5,"[66.15, -161.21, 54.84, -64.8]","[0.562, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl25 trail10@25 t20m,-5.65,-161.21,-22.6,94,0.5,"[153.86, -161.21, 42.4, -57.65]","[0.562, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl25 trail10@25 t30m,-48.31,-255.14,-193.23,94,0.5,"[169.4, -255.14, 43.37, -150.87]","[0.688, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.1, ""trail_act"": 0.25, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl25 trail15@15 t15m,-44.77,-161.21,-179.08,94,0.5,"[28.83, -161.21, 18.1, -64.8]","[0.5, 0.0, 0.727, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl25 trail15@15 t20m,-28.07,-161.21,-112.26,94,0.5,"[91.87, -161.21, 14.72, -57.65]","[0.5, 0.0, 0.773, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl25 trail15@15 t30m,-68.42,-232.48,-273.68,94,0.5,"[107.42, -232.48, 2.25, -150.87]","[0.625, 0.0, 0.773, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.15, ""timeout_min"": 30}"
BOND_FAST,liq<$3K tp80 sl25 trail15@25 t15m,-45.56,-161.21,-182.24,94,0.5,"[28.83, -161.21, 14.94, -64.8]","[0.5, 0.0, 0.636, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 15}"
BOND_FAST,liq<$3K tp80 sl25 trail15@25 t20m,-30.68,-161.21,-122.7,94,0.5,"[91.87, -161.21, 4.29, -57.65]","[0.5, 0.0, 0.682, 0.214]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 20}"
BOND_FAST,liq<$3K tp80 sl25 trail15@25 t30m,-73.33,-255.14,-293.33,94,0.5,"[107.42, -255.14, 5.27, -150.87]","[0.625, 0.0, 0.682, 0.0]","{""max_liq"": 3000, ""tp_mult"": 1.8, ""sl_mult"": 0.75, ""trail_pct"": 0.15, ""trail_act"": 0.25, ""timeout_min"": 30}"
