strategy,type,mode,filter,horizon,trail_n,sl_n,tp_n,tmo_n,early_exit_n,avg_peak,avg_peak_drop,n_trades,wr_pct,avg_pnl_pct,median_pnl_pct,sharpe,kelly,final_bankroll,max_dd_pct,total_pnl_usd
SCALP_TP30_SL10,SCALP,LAZY_XSLOW,ALL,15,0,38,17,28,10,32.1,16.1,83,45.78313253012048,7.646144578313254,-4.83,1.2466313653300891,0.2723751748091415,1071.2872303267284,11.431961626800138,571.2872303267284
SCALP_TP30_SL10,SCALP,LAZY_XSLOW,ALL,30,0,39,17,27,10,32.1,16.1,83,45.78313253012048,7.637710843373494,-4.83,1.2449574827309084,0.27207474365655426,1070.3667998834028,11.431961626800138,570.3667998834028
SCALP_TP25_SL10,SCALP,LAZY_XSLOW,ALL,15,0,37,19,27,12,32.1,16.4,83,46.98795180722892,7.057710843373494,-4.09,1.1909869089094138,0.27338622881107477,1012.0682989589492,12.510196349030533,512.0682989589492
SCALP_TP25_SL10,SCALP,LAZY_XSLOW,ALL,30,0,38,19,26,12,32.1,16.4,83,46.98795180722892,7.049277108433735,-4.09,1.1892681489137777,0.2730595411582166,1011.2041532607735,12.510196349030533,511.2041532607735
DTRAIL3_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,120,53,19,0,11,14,35.2,21.4,83,56.62650602409639,7.645783132530121,6.2700000000000005,0.5970041386337956,0.2235511749699315,965.2989406568252,41.78752333210371,465.29894065682515
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,180,59,18,0,6,19,34.2,20.6,83,59.036144578313255,7.560963855421687,6.2700000000000005,0.5970730462226707,0.24007414945092898,958.420079631909,40.09588306116843,458.42007963190895
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,240,59,18,0,6,19,34.2,20.6,83,59.036144578313255,7.560963855421687,6.2700000000000005,0.5970730462226707,0.24007414945092898,958.420079631909,40.09588306116843,458.42007963190895
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,360,59,18,0,6,19,34.2,20.6,83,59.036144578313255,7.560963855421687,6.2700000000000005,0.5970730462226707,0.24007414945092898,958.420079631909,40.09588306116843,458.42007963190895
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,120,59,18,0,6,19,34.2,20.7,83,59.036144578313255,7.483855421686747,6.2700000000000005,0.5914483158014581,0.23762581852402814,951.8593555466234,38.49111824614163,451.8593555466234
DTRAIL3_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,180,53,19,0,11,14,35.3,21.7,83,56.62650602409639,7.424216867469879,6.2700000000000005,0.5769644537383516,0.2159966033445691,941.3345260963998,43.06074575726758,441.3345260963998
DTRAIL3_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,240,53,19,0,11,14,35.3,21.7,83,56.62650602409639,7.424216867469879,6.2700000000000005,0.5769644537383516,0.2159966033445691,941.3345260963998,43.06074575726758,441.3345260963998
DTRAIL3_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,360,53,19,0,11,14,35.3,21.7,83,56.62650602409639,7.424216867469879,6.2700000000000005,0.5769644537383516,0.2159966033445691,941.3345260963998,43.06074575726758,441.3345260963998
SCALP_TP30_SL15,SCALP,LAZY_XSLOW,ALL,15,0,33,18,32,6,33.1,18.1,83,46.98795180722892,6.177710843373494,-1.78,0.9465768719096842,0.2197050208292522,916.5250456094509,14.867262944196858,416.5250456094509
SCALP_TP30_SL10,SCALP,LAZY_XSLOW,ALL,60,0,48,20,15,10,33.4,18.3,83,37.34939759036144,6.095903614457832,-10.27,0.9642522220410547,0.18381337073175247,911.8264825848794,12.346011008851912,411.8264825848794
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,120,64,16,0,3,24,31.9,19.3,83,55.42168674698795,7.032650602409639,2.96,0.5647129595436684,0.22720065716492027,910.2292303295221,36.69391928240721,410.2292303295221
SCALP_TP30_SL15,SCALP,LAZY_XSLOW,ALL,30,0,34,18,31,6,33.1,18.2,83,46.98795180722892,6.1092771084337345,-1.78,0.9343942896445675,0.21727123337277215,909.5445043320876,14.867262944196858,409.5445043320876
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,60,55,16,0,12,19,33.5,20.5,83,56.62650602409639,7.06289156626506,5.09,0.5593778116496149,0.21944305860599317,908.2872611799894,36.86751113158047,408.2872611799894
SCALP_TP30_SL20,SCALP,LAZY_STD,ALL,15,0,24,25,34,20,31.0,17.7,83,49.39759036144578,5.9471084337349405,-1.58,0.9388982784493402,0.21066079673002303,897.7437502942852,22.437041097801703,397.7437502942852
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,180,64,16,0,3,24,31.9,19.4,83,55.42168674698795,6.881686746987952,2.96,0.5514476255318161,0.22232353627564916,893.0818381775017,37.729909493931245,393.0818381775017
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,240,64,16,0,3,24,31.9,19.4,83,55.42168674698795,6.881686746987952,2.96,0.5514476255318161,0.22232353627564916,893.0818381775017,37.729909493931245,393.0818381775017
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,360,64,16,0,3,24,31.9,19.4,83,55.42168674698795,6.881686746987952,2.96,0.5514476255318161,0.22232353627564916,893.0818381775017,37.729909493931245,393.0818381775017
DTRAIL3_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,60,51,17,0,15,14,34.5,21.4,83,53.01204819277109,6.952048192771085,3.16,0.5433042255632856,0.19474144229312612,892.6220821644212,40.9430104838964,392.62208216442116
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,180,58,18,0,7,18,34.8,21.5,83,56.62650602409639,6.73867469879518,3.64,0.5597247016725776,0.21271354845955753,884.7080528868278,42.91789994107874,384.7080528868278
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,240,58,18,0,7,18,34.8,21.5,83,56.62650602409639,6.73867469879518,3.64,0.5597247016725776,0.21271354845955753,884.7080528868278,42.91789994107874,384.7080528868278
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,360,58,18,0,7,18,34.8,21.5,83,56.62650602409639,6.73867469879518,3.64,0.5597247016725776,0.21271354845955753,884.7080528868278,42.91789994107874,384.7080528868278
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,120,58,18,0,7,18,34.8,21.6,83,56.62650602409639,6.661566265060241,3.64,0.553815822211984,0.2102795374278557,878.2732127638246,41.38873382657055,378.27321276382463
SCALP_TP30_SL15,SCALP,LAZY_STD,ALL,15,0,35,22,26,26,27.7,16.0,83,44.57831325301205,5.586024096385542,-3.0300000000000002,0.935358426647024,0.19515876640976826,866.2645579198603,20.547595842496786,366.2645579198603
SCALP_TP25_SL15,SCALP,LAZY_XSLOW,ALL,15,0,32,20,31,8,33.1,18.4,83,48.19277108433735,5.58867469879518,-1.77,0.8871242721858308,0.21667828627683167,862.7992498249627,16.417141396524386,362.79924982496266
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,60,61,15,0,7,24,31.4,19.3,83,54.21686746987952,6.557590361445784,2.56,0.5260948688892048,0.21055710125371763,862.341639744732,37.283709385142785,362.341639744732
DTRAIL5_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,120,52,19,0,12,14,35.3,22.1,83,55.42168674698795,6.463253012048193,2.56,0.5337917262676576,0.19674135838735346,858.5317813848225,43.192609432284115,358.53178138482247
SCALP_TP20_SL10,SCALP,LAZY_XSLOW,ALL,15,0,36,24,23,14,30.7,16.6,83,49.39759036144578,5.376626506024096,-1.58,1.0838031999300068,0.2577511683682992,857.1503983976284,13.389276235454966,357.15039839762835
SCALP_TP25_SL15,SCALP,LAZY_XSLOW,ALL,30,0,33,20,30,8,33.1,18.5,83,48.19277108433735,5.520240963855421,-1.77,0.8746109398975056,0.21402504463915567,856.4987859485174,16.417141396524386,356.49878594851737
SCALP_TP20_SL10,SCALP,LAZY_XSLOW,ALL,30,0,37,24,22,14,30.7,16.6,83,49.39759036144578,5.368192771084337,-1.58,1.081757538685222,0.257346861870164,856.3790163937151,13.389276235454966,356.3790163937151
SCALP_TP25_SL10,SCALP,LAZY_XSLOW,ALL,60,0,47,22,14,12,33.3,18.6,83,38.55421686746988,5.4243373493975895,-10.27,0.8911876015250813,0.180576119823899,850.7253703909959,11.473628398858969,350.72537039099586
SCALP_TP25_SL20,SCALP,LAZY_STD,ALL,15,0,24,32,27,24,30.8,17.8,83,51.80722891566265,5.390240963855422,6.279999999999999,0.8979041717220676,0.21382543930716086,848.6669000424915,23.849137073135577,348.66690004249153
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_FAST,ALL,60,54,16,0,13,18,34.1,21.3,83,54.21686746987952,6.240602409638554,3.16,0.5201277155804894,0.1925530761867028,840.3008808248366,39.84161305247761,340.30088082483655
DTRAIL5_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,180,52,19,0,12,14,35.3,22.3,83,55.42168674698795,6.241686746987952,3.16,0.5128254402386645,0.18899510944157105,836.9574553884038,44.43509983513182,336.9574553884038
DTRAIL5_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,240,52,19,0,12,14,35.3,22.3,83,55.42168674698795,6.241686746987952,3.16,0.5128254402386645,0.18899510944157105,836.9574553884038,44.43509983513182,336.9574553884038
DTRAIL5_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,360,52,19,0,12,14,35.3,22.3,83,55.42168674698795,6.241686746987952,3.16,0.5128254402386645,0.18899510944157105,836.9574553884038,44.43509983513182,336.9574553884038
SCALP_TP25_SL15,SCALP,LAZY_STD,ALL,15,0,34,29,20,30,27.5,16.1,83,46.98795180722892,5.179036144578313,-2.25,0.9137609436525431,0.2018774333732002,832.8336486630808,21.514885569075997,332.8336486630808
DTRAIL5_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,120,63,16,0,4,22,32.7,20.3,83,53.01204819277109,6.138313253012048,0.8200000000000001,0.5204026683534744,0.19777521062413422,832.6031994147504,39.67619892386209,332.6031994147504
DTRAIL5_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,180,63,16,0,4,22,32.7,20.4,83,53.01204819277109,5.9873493975903616,0.8200000000000001,0.5064637649448152,0.19291118575736732,818.9778295466455,40.663384779129174,318.97782954664547
DTRAIL5_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,240,63,16,0,4,22,32.7,20.4,83,53.01204819277109,5.9873493975903616,0.8200000000000001,0.5064637649448152,0.19291118575736732,818.9778295466455,40.663384779129174,318.97782954664547
DTRAIL5_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,360,63,16,0,4,22,32.7,20.4,83,53.01204819277109,5.9873493975903616,0.8200000000000001,0.5064637649448152,0.19291118575736732,818.9778295466455,40.663384779129174,318.97782954664547
SCALP_TP30_SL10,SCALP,LAZY_STD,ALL,15,0,43,20,20,35,25.3,14.7,83,38.55421686746988,4.695903614457832,-10.27,0.9729878556747972,0.1724750825396277,798.9450212535347,12.68888577828048,298.9450212535347
DTRAIL5_ACT15_SL40,DTRAIL,LAZY_FAST,ALL,60,50,17,0,16,14,34.5,22.1,83,51.80722891566265,5.769518072289157,1.81,0.4771206822929553,0.16825886066562695,796.2552054195301,42.36848075826697,296.25520541953006
DTRAIL5_ACT5_SL40,DTRAIL,LAZY_FAST,ALL,60,60,15,0,8,22,32.2,20.2,83,51.80722891566265,5.708915662650602,0.54,0.48362743948817455,0.1822404649443412,795.8304074636976,40.238204665345435,295.8304074636976
DTRAIL3_ACT30_SL40,DTRAIL,LAZY_FAST,ALL,120,40,27,0,16,6,39.5,25.9,83,49.39759036144578,6.000120481927711,-0.08,0.4366184406933415,0.13610834214462386,793.5902584120271,42.37390093418637,293.5902584120271
DTRAIL3_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,180,60,15,0,8,19,34.2,22.2,83,59.036144578313255,5.944337349397591,6.2700000000000005,0.4545320654650573,0.1887433613616218,791.8638532783634,46.56458033714615,291.8638532783634
DTRAIL3_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,240,60,15,0,8,19,34.2,22.2,83,59.036144578313255,5.944337349397591,6.2700000000000005,0.4545320654650573,0.1887433613616218,791.8638532783634,46.56458033714615,291.8638532783634
DTRAIL3_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,360,60,15,0,8,19,34.2,22.2,83,59.036144578313255,5.944337349397591,6.2700000000000005,0.4545320654650573,0.1887433613616218,791.8638532783634,46.56458033714615,291.8638532783634
DTRAIL3_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,120,60,15,0,8,19,34.2,22.3,83,59.036144578313255,5.838795180722892,6.2700000000000005,0.44658395429750497,0.18539220840542614,783.4624033876237,45.30697427438764,283.4624033876237
DTRAIL3_ACT15_SL50,DTRAIL,LAZY_FAST,ALL,120,53,17,0,13,13,35.2,23.2,83,56.62650602409639,5.87698795180723,6.2700000000000005,0.4434329686061451,0.17183426983703576,783.4553915929962,48.949534357807,283.4553915929962
SCALP_TP30_SL20,SCALP,LAZY_STD,ALL,30,0,30,25,28,20,31.2,19.0,83,48.19277108433735,4.623855421686748,-0.76,0.7146687733808769,0.16408287514857156,778.0363272053814,19.782118066719068,278.03632720538144
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,180,50,19,0,14,0,39.1,25.2,83,45.78313253012048,5.7215662650602415,-3.53,0.4349387415256664,0.135132147918685,774.990851989068,43.72695803542664,274.990851989068
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,240,50,19,0,14,0,39.1,25.2,83,45.78313253012048,5.7215662650602415,-3.53,0.4349387415256664,0.135132147918685,774.990851989068,43.72695803542664,274.990851989068
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,360,50,19,0,14,0,39.1,25.2,83,45.78313253012048,5.7215662650602415,-3.53,0.4349387415256664,0.135132147918685,774.990851989068,43.72695803542664,274.990851989068
DTRAIL3_ACT5_SL40,DTRAIL,FAST_15,ALL,120,65,16,0,2,32,25.8,17.3,83,57.831325301204814,5.136024096385542,3.0300000000000002,0.5030102388033149,0.20039110793544834,774.5076694705587,30.203745292673407,274.50766947055865
SCALP_TP25_SL10,SCALP,LAZY_STD,ALL,15,0,42,27,14,39,25.1,14.7,83,40.963855421686745,4.349036144578313,-10.27,0.968364736620944,0.1797340815797528,772.9661868087396,13.751851017638511,272.9661868087396
DTRAIL3_ACT30_SL40,DTRAIL,LAZY_FAST,ALL,180,40,27,0,16,6,39.5,26.2,83,49.39759036144578,5.736385542168675,-1.35,0.4149625920073987,0.12955157027751857,770.2433047984724,42.91460454087945,270.2433047984724
DTRAIL3_ACT30_SL40,DTRAIL,LAZY_FAST,ALL,240,40,27,0,16,6,39.5,26.2,83,49.39759036144578,5.736385542168675,-1.35,0.4149625920073987,0.12955157027751857,770.2433047984724,42.91460454087945,270.2433047984724
DTRAIL3_ACT30_SL40,DTRAIL,LAZY_FAST,ALL,360,40,27,0,16,6,39.5,26.2,83,49.39759036144578,5.736385542168675,-1.35,0.4149625920073987,0.12955157027751857,770.2433047984724,42.91460454087945,270.2433047984724
DTRAIL3_ACT15_SL50,DTRAIL,LAZY_FAST,ALL,180,53,17,0,13,13,35.3,23.4,83,56.62650602409639,5.683855421686747,6.2700000000000005,0.42723348004918493,0.1653633624800538,766.3351756815327,49.90736917888306,266.33517568153275
DTRAIL3_ACT15_SL50,DTRAIL,LAZY_FAST,ALL,240,53,17,0,13,13,35.3,23.4,83,56.62650602409639,5.683855421686747,6.2700000000000005,0.42723348004918493,0.1653633624800538,766.3351756815327,49.90736917888306,266.33517568153275
DTRAIL3_ACT15_SL50,DTRAIL,LAZY_FAST,ALL,360,53,17,0,13,13,35.3,23.4,83,56.62650602409639,5.683855421686747,6.2700000000000005,0.42723348004918493,0.1653633624800538,766.3351756815327,49.90736917888306,266.33517568153275
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,120,50,19,0,14,0,39.1,25.4,83,45.78313253012048,5.581204819277109,-3.53,0.42388338630859557,0.13181708648708468,764.0313571293977,43.30814838513757,264.03135712939775
DTRAIL3_ACT15_SL40,DTRAIL,FAST_15,ALL,120,53,20,0,10,23,29.3,20.1,83,57.831325301204814,5.11277108433735,7.489999999999999,0.47468673885271523,0.17188553621955405,762.7291403738473,39.71373127562382,262.72914037384726
DTRAIL8_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,180,50,19,0,14,0,39.5,25.6,83,45.78313253012048,5.578795180722892,-3.53,0.42440339451813786,0.13291340133886925,762.1680018404768,43.72695803542664,262.1680018404768
DTRAIL8_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,240,50,19,0,14,0,39.5,25.6,83,45.78313253012048,5.578795180722892,-3.53,0.42440339451813786,0.13291340133886925,762.1680018404768,43.72695803542664,262.1680018404768
DTRAIL8_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,360,50,19,0,14,0,39.5,25.6,83,45.78313253012048,5.578795180722892,-3.53,0.42440339451813786,0.13291340133886925,762.1680018404768,43.72695803542664,262.1680018404768
SCALP_TP20_SL15,SCALP,LAZY_STD,ALL,15,0,33,33,17,32,27.5,16.5,83,49.39759036144578,4.290963855421687,-1.58,0.8064478498035892,0.19555546448833877,761.9219046531729,19.814398086550927,261.9219046531729
DTRAIL3_ACT5_SL40,DTRAIL,FAST_15,ALL,180,65,16,0,2,32,25.8,17.4,83,57.831325301204814,4.985060240963855,3.0300000000000002,0.4868060586755331,0.19450098482106337,761.8330202863632,31.345945786815488,261.8330202863632
DTRAIL3_ACT5_SL40,DTRAIL,FAST_15,ALL,240,65,16,0,2,32,25.8,17.4,83,57.831325301204814,4.985060240963855,3.0300000000000002,0.4868060586755331,0.19450098482106337,761.8330202863632,31.345945786815488,261.8330202863632
DTRAIL3_ACT5_SL40,DTRAIL,FAST_15,ALL,360,65,16,0,2,32,25.8,17.4,83,57.831325301204814,4.985060240963855,3.0300000000000002,0.4868060586755331,0.19450098482106337,761.8330202863632,31.345945786815488,261.8330202863632
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,180,50,19,0,14,0,39.1,25.4,83,45.78313253012048,5.540361445783133,-3.53,0.42144932627791953,0.13216594051273356,758.8299153661611,43.72695803542664,258.8299153661611
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,240,50,19,0,14,0,39.1,25.4,83,45.78313253012048,5.540361445783133,-3.53,0.42144932627791953,0.13216594051273356,758.8299153661611,43.72695803542664,258.8299153661611
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,360,50,19,0,14,0,39.1,25.4,83,45.78313253012048,5.540361445783133,-3.53,0.42144932627791953,0.13216594051273356,758.8299153661611,43.72695803542664,258.8299153661611
SCALP_TP15_SL10,SCALP,LAZY_XSLOW,ALL,15,0,36,28,19,17,29.4,16.6,83,50.602409638554214,4.1577108433734935,0.74,0.8816888615143579,0.23454870374029457,756.3001960470071,14.45775636630691,256.30019604700715
SCALP_TP15_SL10,SCALP,LAZY_XSLOW,ALL,30,0,36,28,19,17,29.4,16.6,83,50.602409638554214,4.1577108433734935,0.74,0.8816888615143579,0.23454870374029457,756.3001960470071,14.45775636630691,256.30019604700715
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,180,54,19,0,10,0,38.4,24.9,83,45.78313253012048,5.4236144578313255,-3.53,0.4122614088697441,0.12951670943994165,755.3179692847482,39.57145299197842,255.3179692847482
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,240,54,19,0,10,0,38.4,24.9,83,45.78313253012048,5.4236144578313255,-3.53,0.4122614088697441,0.12951670943994165,755.3179692847482,39.57145299197842,255.3179692847482
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,360,54,19,0,10,0,38.4,24.9,83,45.78313253012048,5.4236144578313255,-3.53,0.4122614088697441,0.12951670943994165,755.3179692847482,39.57145299197842,255.3179692847482
SCALP_TP25_SL20,SCALP,LAZY_STD,ALL,30,0,28,32,23,24,31.0,19.0,83,50.602409638554214,4.296506024096386,1.87,0.7013996093731607,0.1704270307906351,754.7390163202751,22.813412202471202,254.73901632027514
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,120,54,19,0,10,0,38.4,25.0,83,45.78313253012048,5.416265060240964,-3.53,0.4116660962727129,0.12934120474659178,754.6813760766701,39.6200485232435,254.68137607667006
DTRAIL8_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,120,50,19,0,14,0,39.5,25.8,83,45.78313253012048,5.43843373493976,-3.53,0.4133519784542475,0.12956932496188717,751.3927767989197,43.30814838513754,251.39277679891973
DTRAIL3_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,60,51,18,0,14,0,37.8,24.6,83,44.57831325301205,5.331084337349398,-5.7299999999999995,0.40638887604595414,0.12528192097680318,749.0574246983596,38.257606050227714,249.05742469835957
DTRAIL8_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,180,51,19,0,13,0,39.5,25.8,83,45.78313253012048,5.42722891566265,-5.7299999999999995,0.4125580381250572,0.12930237294209368,748.9359979981812,43.72695803542664,248.93599799818116
DTRAIL8_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,240,51,19,0,13,0,39.5,25.8,83,45.78313253012048,5.42722891566265,-5.7299999999999995,0.4125580381250572,0.12930237294209368,748.9359979981812,43.72695803542664,248.93599799818116
DTRAIL8_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,360,51,19,0,13,0,39.5,25.8,83,45.78313253012048,5.42722891566265,-5.7299999999999995,0.4125580381250572,0.12930237294209368,748.9359979981812,43.72695803542664,248.93599799818116
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,120,50,19,0,14,0,39.1,25.5,83,45.78313253012048,5.4,-3.53,0.4104021755704925,0.1288176025612856,748.1123889666088,43.30814838513757,248.11238896660882
DTRAIL3_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,60,46,18,0,19,0,38.3,24.9,83,44.57831325301205,5.369397590361446,-5.82,0.40909285914554516,0.12514107325336116,747.1037236704219,42.06976252552168,247.1037236704219
DTRAIL3_ACT5_SL50,DTRAIL,LAZY_FAST,ALL,120,65,14,0,4,24,31.9,21.0,83,55.42168674698795,5.297349397590362,2.96,0.4111164035445235,0.1711390672461876,743.2413420115288,44.99134313083969,243.2413420115288
DTRAIL5_ACT30_SL40,DTRAIL,LAZY_FAST,ALL,120,39,27,0,17,6,39.5,26.2,83,49.39759036144578,5.277349397590362,-0.08,0.4031193074203719,0.12382259964702719,739.9745874283691,42.47962016139541,239.9745874283691
DTRAIL3_ACT5_SL50,DTRAIL,LAZY_FAST,ALL,180,65,14,0,4,24,31.9,21.0,83,55.42168674698795,5.2534939759036146,2.96,0.4075398383345254,0.16972225000461166,739.7196308101783,45.25199144534686,239.71963081017827
DTRAIL3_ACT5_SL50,DTRAIL,LAZY_FAST,ALL,240,65,14,0,4,24,31.9,21.0,83,55.42168674698795,5.2534939759036146,2.96,0.4075398383345254,0.16972225000461166,739.7196308101783,45.25199144534686,239.71963081017827
DTRAIL3_ACT5_SL50,DTRAIL,LAZY_FAST,ALL,360,65,14,0,4,24,31.9,21.0,83,55.42168674698795,5.2534939759036146,2.96,0.4075398383345254,0.16972225000461166,739.7196308101783,45.25199144534686,239.71963081017827
DTRAIL8_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,120,51,19,0,13,0,39.5,25.9,83,45.78313253012048,5.292409638554217,-5.7299999999999995,0.401956208050003,0.1260903373490953,738.5281764664695,43.30814838513754,238.52817646646952
DTRAIL3_ACT10_SL40,DTRAIL,FAST_15,ALL,120,60,18,0,5,27,28.0,19.4,83,57.831325301204814,4.740481927710843,6.569999999999999,0.4503956232170584,0.1709154316994565,737.7570422841927,33.621613668384285,237.75704228419272
DTRAIL8_ACT5_SL40,DTRAIL,LAZY_XSLOW,ALL,60,47,18,0,18,0,38.7,25.3,83,44.57831325301205,5.24409638554217,-5.82,0.399906128947531,0.12330503261018455,736.2497165805912,42.06976252552164,236.2497165805912
SCALP_TP20_SL10,SCALP,LAZY_XSLOW,ALL,60,0,46,28,9,14,31.8,18.5,83,40.963855421686745,3.9266265060240966,-10.27,0.7674569053650462,0.16228885199457754,735.0576401187769,9.905811329680775,235.05764011877693
DTRAIL5_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,180,59,15,0,9,18,34.8,23.1,83,56.62650602409639,5.122048192771085,3.64,0.410813239399335,0.16168298592303326,734.8295709756903,49.0818640228007,234.82957097569033
DTRAIL5_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,240,59,15,0,9,18,34.8,23.1,83,56.62650602409639,5.122048192771085,3.64,0.410813239399335,0.16168298592303326,734.8295709756903,49.0818640228007,234.82957097569033
DTRAIL5_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,360,59,15,0,9,18,34.8,23.1,83,56.62650602409639,5.122048192771085,3.64,0.410813239399335,0.16168298592303326,734.8295709756903,49.0818640228007,234.82957097569033
DTRAIL8_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,60,46,18,0,19,0,38.7,25.3,83,44.57831325301205,5.226626506024097,-5.82,0.39852198994098686,0.12289426135326964,734.76750789355,42.06976252552164,234.76750789355003
DTRAIL3_ACT10_SL50,DTRAIL,LAZY_FAST,ALL,60,56,13,0,14,19,33.5,22.3,83,56.62650602409639,5.230602409638554,5.09,0.40012638077873536,0.16251408935758904,734.1336104981626,45.14548109533145,234.13361049816262
DTRAIL3_ACT10_SL40,DTRAIL,FAST_15,ALL,180,60,18,0,5,27,28.0,19.5,83,57.831325301204814,4.687951807228916,6.569999999999999,0.44461345631831034,0.16902148750637552,733.3751189721663,35.44307335928566,233.37511897216632
DTRAIL3_ACT10_SL40,DTRAIL,FAST_15,ALL,240,60,18,0,5,27,28.0,19.5,83,57.831325301204814,4.687951807228916,6.569999999999999,0.44461345631831034,0.16902148750637552,733.3751189721663,35.44307335928566,233.37511897216632
DTRAIL3_ACT10_SL40,DTRAIL,FAST_15,ALL,360,60,18,0,5,27,28.0,19.5,83,57.831325301204814,4.687951807228916,6.569999999999999,0.44461345631831034,0.16902148750637552,733.3751189721663,35.44307335928566,233.37511897216632
DTRAIL5_ACT10_SL40,DTRAIL,LAZY_XSLOW,ALL,60,46,18,0,19,0,38.3,25.0,83,44.57831325301205,5.188192771084338,-5.82,0.3955648583995512,0.1221481410382807,731.678883444575,42.06976252552168,231.67888344457504
SCALP_TP20_SL15,SCALP,LAZY_XSLOW,ALL,15,0,31,25,27,10,31.3,18.4,83,50.602409638554214,3.9074698795180725,0.74,0.7303792175663611,0.18753069251397964,731.5823159661314,17.766289917227482,231.58231596613143
SCALP_TP25_SL15,SCALP,LAZY_STD,ALL,30,0,38,29,16,30,27.6,17.2,83,44.57831325301205,3.948192771084337,-10.37,0.6807379525367827,0.14918925277285122,730.8172571109263,20.254974040192554,230.81725711092633
SCALP_TP30_SL10,SCALP,FAST_30,ALL,15,0,42,22,19,35,22.2,13.8,83,40.963855421686745,3.7921686746987953,-10.27,0.8837878358671218,0.16596778691110245,730.367811133819,13.086977388863497,230.36781113381903
DTRAIL3_ACT5_SL40,DTRAIL,FAST_15,ALL,60,62,16,0,5,32,25.3,17.4,83,56.62650602409639,4.563012048192771,2.67,0.44574894698531303,0.17786422361420207,728.9308128041954,31.591839265123866,228.9308128041954
