strategy,type,mode,filter,horizon,trail_n,sl_n,tp_n,tmo_n,early_exit_n,avg_peak,avg_peak_drop,n_trades,wr_pct,avg_pnl_pct,median_pnl_pct,sharpe,kelly,final_bankroll,max_dd_pct,total_pnl_usd
SCALP_TP20_SL20,SCALP,LAZY_MED,ALL,60,0,37,37,9,31,21.2,18.0,83,46.98795180722892,-0.6209638554216866,-1.68,-0.1317016134954714,-0.032610134602830076,457.0043665818509,27.7688677809585,-42.99563341814911
DTRAIL15_ACT20_SL40,DTRAIL,LAZY_XSLOW,ALL,120,37,22,0,24,0,41.9,30.6,83,38.55421686746988,0.9310843373493978,-10.07,0.06764362200924817,0.019402516781722445,456.93088009556,45.72143242717752,-43.069119904440015
DTRAIL8_ACT10_SL50,DTRAIL,LAZY_SLOW,ALL,120,52,15,0,16,0,37.9,28.5,83,40.963855421686745,0.776626506024097,-3.3099999999999996,0.05899154566795769,0.019076355995072347,456.8870818507173,51.68029188426652,-43.11291814928268
SCALP_TP25_SL30,SCALP,LAZY_STD,ALL,60,0,31,34,18,21,31.7,23.7,83,48.19277108433735,-0.32228915662650565,-1.68,-0.04458588205572647,-0.012077879521684376,456.7384348827808,38.41260315396409,-43.26156511721922
DTRAIL10_ACT5_SL40,DTRAIL,FAST_15,ALL,120,58,18,0,7,19,30.4,24.0,83,46.98795180722892,-0.01903614457831306,-1.4000000000000001,-0.0020344732637912026,-0.000737637126346613,456.6031503545704,45.418043735863954,-43.3968496454296
DTRAIL10_ACT10_SL40,DTRAIL,FAST_15,ALL,120,58,18,0,7,19,30.4,24.0,83,46.98795180722892,-0.01903614457831306,-1.4000000000000001,-0.0020344732637912026,-0.000737637126346613,456.6031503545704,45.418043735863954,-43.3968496454296
DTRAIL5_ACT40_SL50,DTRAIL,LAZY_STD,ALL,120,29,25,0,29,3,43.2,31.6,83,44.57831325301205,1.0480722891566274,-8.36,0.0739997380634455,0.02255452687895587,456.5830205652686,52.63244634389731,-43.41697943473139
DTRAIL8_ACT5_SL50,DTRAIL,LAZY_MED,ALL,60,53,12,0,18,18,35.5,26.7,83,44.57831325301205,0.6369879518072294,-6.05,0.05019520397751142,0.01802070115827953,456.3116478529024,52.517754295917186,-43.68835214709759
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_SLOW,ALL,180,56,10,0,17,0,37.6,28.6,83,48.19277108433735,0.986867469879518,-0.9400000000000001,0.07073463246288478,0.026561719069529144,456.1214726291916,59.12068569027703,-43.8785273708084
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_SLOW,ALL,240,56,10,0,17,0,37.6,28.6,83,48.19277108433735,0.986867469879518,-0.9400000000000001,0.07073463246288478,0.026561719069529144,456.1214726291916,59.12068569027703,-43.8785273708084
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_SLOW,ALL,360,56,10,0,17,0,37.6,28.6,83,48.19277108433735,0.986867469879518,-0.9400000000000001,0.07073463246288478,0.026561719069529144,456.1214726291916,59.12068569027703,-43.8785273708084
DTRAIL5_ACT5_SL40,DTRAIL,FAST_30,ALL,60,61,16,0,6,25,26.2,21.0,83,48.19277108433735,-0.08216867469879513,-1.0999999999999999,-0.009041453693662967,-0.003570804484710477,456.05354372204056,45.30346928593668,-43.94645627795944
BE15_TP100_SL50,BE,LAZY_XSLOW,ALL,120,0,52,2,29,0,44.2,30.8,83,24.096385542168676,0.5821686746987956,-0.3,0.04733195966877943,0.009762361651051321,456.04804735288405,49.65116621214988,-43.951952647115945
TRAIL5_TP150_SL70,TRAIL,CURRENT,ALL,240,66,11,1,5,32,24.4,21.1,83,59.036144578313255,0.05325301204819275,3.64,0.005633383695352193,0.0024172503593007377,455.916136367142,52.57350021225964,-44.08386363285803
TRAIL5_TP150_SL70,TRAIL,CURRENT,ALL,360,66,11,1,5,32,24.4,21.1,83,59.036144578313255,0.05325301204819275,3.64,0.005633383695352193,0.0024172503593007377,455.916136367142,52.57350021225964,-44.08386363285803
SCALP_TP10_SL15,SCALP,LAZY_MED,ALL,15,0,28,38,17,46,16.5,14.1,83,57.831325301204814,-0.7932530120481929,3.29,-0.2802987341735087,-0.09235954149884362,455.8248549677012,22.722802030095924,-44.175145032298815
DTRAIL3_ACT20_SL50,DTRAIL,LAZY_SLOW,ALL,180,42,19,0,22,0,39.6,29.7,83,48.19277108433735,0.9255421686746992,-1.35,0.0670642433284401,0.023928184298725397,455.69432870262926,49.345618064612445,-44.305671297370736
DTRAIL3_ACT20_SL50,DTRAIL,LAZY_SLOW,ALL,240,42,19,0,22,0,39.6,29.7,83,48.19277108433735,0.9255421686746992,-1.35,0.0670642433284401,0.023928184298725397,455.69432870262926,49.345618064612445,-44.305671297370736
DTRAIL3_ACT20_SL50,DTRAIL,LAZY_SLOW,ALL,360,42,19,0,22,0,39.6,29.7,83,48.19277108433735,0.9255421686746992,-1.35,0.0670642433284401,0.023928184298725397,455.69432870262926,49.345618064612445,-44.305671297370736
SCALP_TP10_SL20,SCALP,LAZY_FAST,ALL,15,0,23,45,15,38,19.2,15.3,83,62.65060240963856,-0.7648192771084336,9.56,-0.23041595837066395,-0.08336429121436784,455.65644368025573,23.25587163765408,-44.343556319744266
DTRAIL3_ACT5_SL70,DTRAIL,LAZY_XSLOW,ALL,180,59,7,0,17,0,38.4,29.3,83,45.78313253012048,1.0956626506024096,-3.53,0.076320943911179,0.026164584939728674,455.58855449537697,60.56374611297202,-44.41144550462303
DTRAIL3_ACT5_SL70,DTRAIL,LAZY_XSLOW,ALL,240,59,7,0,17,0,38.4,29.3,83,45.78313253012048,1.0956626506024096,-3.53,0.076320943911179,0.026164584939728674,455.58855449537697,60.56374611297202,-44.41144550462303
DTRAIL3_ACT5_SL70,DTRAIL,LAZY_XSLOW,ALL,360,59,7,0,17,0,38.4,29.3,83,45.78313253012048,1.0956626506024096,-3.53,0.076320943911179,0.026164584939728674,455.58855449537697,60.56374611297202,-44.41144550462303
TRAIL10_TP50_SL50,TRAIL,CURRENT,ALL,240,46,15,15,7,23,26.1,22.4,83,51.80722891566265,-0.21807228915662596,0.67,-0.027283294706226632,-0.008997762755944327,455.46585905887014,43.8636201289812,-44.53414094112986
TRAIL10_TP50_SL50,TRAIL,CURRENT,ALL,360,46,15,15,7,23,26.1,22.4,83,51.80722891566265,-0.21807228915662596,0.67,-0.027283294706226632,-0.008997762755944327,455.46585905887014,43.8636201289812,-44.53414094112986
DTRAIL10_ACT15_SL40,DTRAIL,FAST_15,ALL,180,52,21,0,10,18,31.8,25.1,83,48.19277108433735,0.03831325301204831,-1.29,0.003914298571447611,0.0013818030443989437,455.2840662798975,50.697442568454996,-44.7159337201025
DTRAIL10_ACT15_SL40,DTRAIL,FAST_15,ALL,240,52,21,0,10,18,31.8,25.1,83,48.19277108433735,0.03831325301204831,-1.29,0.003914298571447611,0.0013818030443989437,455.2840662798975,50.697442568454996,-44.7159337201025
DTRAIL10_ACT15_SL40,DTRAIL,FAST_15,ALL,360,52,21,0,10,18,31.8,25.1,83,48.19277108433735,0.03831325301204831,-1.29,0.003914298571447611,0.0013818030443989437,455.2840662798975,50.697442568454996,-44.7159337201025
DTRAIL8_ACT15_SL40,DTRAIL,LAZY_MED,ALL,60,44,20,0,19,18,34.9,26.3,83,43.373493975903614,0.563253012048193,-8.129999999999999,0.04501042002456672,0.01552552232589488,455.19142471856617,52.5120414572681,-44.80857528143383
DTRAIL3_ACT5_SL50,DTRAIL,FAST_30,ALL,60,62,14,0,7,27,26.1,21.3,83,53.01204819277109,0.14783132530120532,0.8200000000000001,0.014075906278193245,0.006199264534908822,455.1094507483238,48.326324531941204,-44.89054925167619
DTRAIL5_ACT10_SL70,DTRAIL,FAST_15,ALL,120,61,11,0,11,24,28.7,23.8,83,59.036144578313255,0.30590361445783154,5.19,0.027879346796132146,0.01206759232953103,454.83243768836536,52.38351447029089,-45.16756231163464
DTRAIL8_ACT10_SL50,DTRAIL,CURRENT,ALL,120,61,15,0,7,25,28.0,23.0,83,55.42168674698795,-0.22036144578313194,2.64,-0.027220850096853443,-0.009958175992243024,454.825270688894,43.51980685921421,-45.17472931110598
TRAIL10_TP150_SL50,TRAIL,LAZY_XSLOW,ALL,240,49,14,2,18,0,40.4,29.7,83,42.168674698795186,0.7256626506024102,-6.7299999999999995,0.05571303770558945,0.017263706775524856,454.6160402188208,53.24168159730811,-45.383959781179215
TRAIL10_TP150_SL50,TRAIL,LAZY_XSLOW,ALL,360,49,14,2,18,0,40.4,29.7,83,42.168674698795186,0.7256626506024102,-6.7299999999999995,0.05571303770558945,0.017263706775524856,454.6160402188208,53.24168159730811,-45.383959781179215
DTRAIL3_ACT5_SL70,DTRAIL,LAZY_XSLOW,ALL,120,59,7,0,17,0,38.4,29.3,83,45.78313253012048,1.0773493975903616,-3.53,0.07500829141661153,0.025727261769414256,454.60178103787655,60.53260197976476,-45.39821896212345
BE15_TP100_SL50,BE,LAZY_XSLOW,ALL,240,0,52,2,29,0,44.2,30.8,83,22.89156626506024,0.5421686746987955,-0.36,0.04410092145581754,0.008685157553329131,454.21159899656317,50.92067298382048,-45.78840100343683
BE15_TP100_SL50,BE,LAZY_XSLOW,ALL,360,0,52,2,29,0,44.2,30.8,83,22.89156626506024,0.5421686746987955,-0.36,0.04410092145581754,0.008685157553329131,454.21159899656317,50.92067298382048,-45.78840100343683
DTRAIL8_ACT5_SL50,DTRAIL,CURRENT,ALL,60,59,13,0,11,25,27.1,22.3,83,53.01204819277109,-0.2655421686746983,2.56,-0.03348739258167141,-0.01191172675450014,454.0275893199477,43.095882830235446,-45.97241068005229
BE10_TP100_SL50,BE,LAZY_STD,ALL,240,0,58,4,21,11,39.9,28.1,83,19.27710843373494,0.058192771084337624,-0.36,0.005918080567768432,0.0009596235414728038,454.0134377245726,36.790225164610135,-45.98656227542739
BE10_TP100_SL50,BE,LAZY_STD,ALL,360,0,58,4,21,11,39.9,28.1,83,19.27710843373494,0.058192771084337624,-0.36,0.005918080567768432,0.0009596235414728038,454.0134377245726,36.790225164610135,-45.98656227542739
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_MED,ALL,120,58,10,0,15,22,34.7,26.5,83,53.01204819277109,0.7933734939759041,1.81,0.05929868618943388,0.02454641155929782,453.9222567051323,62.099918341264505,-46.07774329486767
DTRAIL3_ACT15_SL50,DTRAIL,LAZY_STD,ALL,60,47,15,0,21,13,37.1,27.7,83,43.373493975903614,0.7063855421686751,-5.54,0.05370579546808691,0.017736125595849084,453.8215760647644,60.6969509854399,-46.17842393523563
DTRAIL8_ACT15_SL40,DTRAIL,LAZY_STD,ALL,60,43,21,0,19,11,37.3,27.6,83,39.75903614457831,0.5983132530120482,-10.39,0.04679244485317367,0.014513839772267778,453.6552511006291,53.58011655583977,-46.34474889937093
DTRAIL3_ACT10_SL60,DTRAIL,LAZY_STD,ALL,120,56,15,0,12,17,37.7,28.2,83,48.19277108433735,0.8045783132530123,-1.05,0.0596457722122848,0.022048829175969564,453.6539096045514,62.67385564090587,-46.346090395448584
DTRAIL3_ACT20_SL50,DTRAIL,LAZY_SLOW,ALL,120,42,19,0,22,0,39.6,29.7,83,46.98795180722892,0.8738554216867476,-0.9400000000000001,0.06345325013959964,0.022278823213256915,453.6346770557147,50.302972128922654,-46.36532294428531
DTRAIL5_ACT20_SL60,DTRAIL,LAZY_FAST,ALL,120,46,18,0,19,9,36.2,28.0,83,49.39759036144578,0.7783132530120483,-0.08,0.05823247738861435,0.021202795541280794,453.28747096601495,59.648800213825695,-46.71252903398505
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_SLOW,ALL,60,52,8,0,23,0,36.6,27.8,83,46.98795180722892,0.8759036144578314,-1.58,0.06347970329304141,0.02349236019796136,453.0712096135479,56.79433143741688,-46.92879038645208
SCALP_TP20_SL20,SCALP,FAST_30,ALL,60,0,39,37,7,32,23.1,18.5,83,49.39759036144578,-0.6995180722891564,-1.58,-0.1469732681448379,-0.03825052142418711,453.01853934801784,28.426823007403463,-46.98146065198216
DTRAIL15_ACT30_SL40,DTRAIL,LAZY_FAST,ALL,120,36,27,0,20,2,42.1,30.6,83,44.57831325301205,0.5898795180722892,-9.71,0.04612447786120428,0.01547526654282605,452.8626784932944,48.561654668158624,-47.137321506705575
TP30_SL30,FIXED,LAZY_MED,ALL,60,0,31,32,20,17,29.8,23.2,83,44.57831325301205,-0.4199999999999994,-5.06,-0.059195245934435085,-0.01440863405407411,452.7961588808385,36.40202047162058,-47.203841119161495
SCALP_TP30_SL30,SCALP,LAZY_MED,ALL,60,0,31,32,20,17,29.8,23.2,83,44.57831325301205,-0.4199999999999994,-5.06,-0.059195245934435085,-0.01440863405407411,452.7961588808385,36.40202047162058,-47.203841119161495
DTRAIL10_ACT5_SL60,DTRAIL,LAZY_FAST,ALL,120,57,14,0,12,8,37.3,28.0,83,49.39759036144578,0.5787951807228916,-0.2,0.04562231407437674,0.018679483323996493,452.7476677713913,61.23912098850336,-47.25233222860868
DTRAIL10_ACT10_SL60,DTRAIL,LAZY_FAST,ALL,120,57,14,0,12,8,37.3,28.0,83,49.39759036144578,0.5787951807228916,-0.2,0.04562231407437674,0.018679483323996493,452.7476677713913,61.23912098850336,-47.25233222860868
DTRAIL15_ACT30_SL40,DTRAIL,LAZY_MED,ALL,120,30,29,0,24,4,42.9,31.2,83,39.75903614457831,0.7797590361445785,-9.93,0.05750299365136951,0.016789690914695288,452.5945249529112,46.25646382710321,-47.40547504708883
DTRAIL8_ACT5_SL50,DTRAIL,LAZY_SLOW,ALL,180,53,15,0,15,0,37.9,28.6,83,40.963855421686745,0.688072289156627,-3.3099999999999996,0.05223386380807631,0.016901189743695033,452.54017618036414,53.00533758989957,-47.45982381963586
DTRAIL8_ACT5_SL50,DTRAIL,LAZY_SLOW,ALL,240,53,15,0,15,0,37.9,28.6,83,40.963855421686745,0.688072289156627,-3.3099999999999996,0.05223386380807631,0.016901189743695033,452.54017618036414,53.00533758989957,-47.45982381963586
DTRAIL8_ACT5_SL50,DTRAIL,LAZY_SLOW,ALL,360,53,15,0,15,0,37.9,28.6,83,40.963855421686745,0.688072289156627,-3.3099999999999996,0.05223386380807631,0.016901189743695033,452.54017618036414,53.00533758989957,-47.45982381963586
TRAIL5_TP70_SL60,TRAIL,FAST_15,ALL,120,63,13,4,3,30,23.5,20.4,83,59.036144578313255,-0.26518072289156586,3.0300000000000002,-0.032937472417135835,-0.013499268016213706,452.4376733254232,44.50373664383589,-47.56232667457681
DTRAIL5_ACT40_SL40,DTRAIL,LAZY_STD,ALL,240,27,29,0,27,3,42.6,31.1,83,42.168674698795186,0.8239759036144578,-10.23,0.06008433696734204,0.01768177793300235,452.42151041801355,50.25277745459656,-47.578489581986446
DTRAIL3_ACT10_SL50,DTRAIL,FAST_30,ALL,60,56,15,0,12,22,28.1,22.9,83,55.42168674698795,0.15361445783132582,3.19,0.01424203419545983,0.006071509022065769,452.3722259890177,48.981423073811584,-47.62777401098231
DTRAIL10_ACT50_SL40,DTRAIL,CURRENT,ALL,120,23,34,0,26,7,41.1,30.7,83,39.75903614457831,0.6773493975903615,-17.28,0.051948571270843534,0.013168765057224363,451.92491024173546,47.314833639536296,-48.07508975826454
DTRAIL3_ACT5_SL70,DTRAIL,LAZY_XSLOW,ALL,60,55,6,0,22,0,37.8,28.8,83,44.57831325301205,0.9880722891566265,-5.7299999999999995,0.06927543349419014,0.023219965511000806,451.8773023421707,58.4743619005475,-48.12269765782929
DTRAIL5_ACT20_SL50,DTRAIL,LAZY_MED,ALL,120,44,20,0,19,15,37.0,27.9,83,48.19277108433735,0.6639759036144587,-1.01,0.05059820392793128,0.01827523680541826,451.82008207517435,60.10457451933079,-48.179917924825645
TRAIL5_TP50_SL70,TRAIL,CURRENT,ALL,120,55,10,12,6,34,23.3,20.4,83,59.036144578313255,-0.16650602409638546,3.64,-0.019258166731101325,-0.007761558611011354,451.7449842129029,49.7080566155284,-48.25501578709708
DTRAIL8_ACT10_SL50,DTRAIL,LAZY_MED,ALL,60,52,12,0,19,18,35.5,26.7,83,44.57831325301205,0.5421686746987958,-6.05,0.04269333928593941,0.015338217365662599,451.6618668705343,53.001594767914426,-48.33813312946569
DTRAIL10_ACT15_SL50,DTRAIL,LAZY_XSLOW,ALL,180,45,15,0,23,0,40.4,30.1,83,42.168674698795186,0.8715662650602416,-7.93,0.06261015677210949,0.019547103818521705,451.64513394303265,55.43934844772524,-48.35486605696735
DTRAIL10_ACT15_SL50,DTRAIL,LAZY_XSLOW,ALL,240,45,15,0,23,0,40.4,30.1,83,42.168674698795186,0.8715662650602416,-7.93,0.06261015677210949,0.019547103818521705,451.64513394303265,55.43934844772524,-48.35486605696735
DTRAIL10_ACT15_SL50,DTRAIL,LAZY_XSLOW,ALL,360,45,15,0,23,0,40.4,30.1,83,42.168674698795186,0.8715662650602416,-7.93,0.06261015677210949,0.019547103818521705,451.64513394303265,55.43934844772524,-48.35486605696735
DTRAIL15_ACT20_SL40,DTRAIL,LAZY_SLOW,ALL,120,38,21,0,24,0,40.6,29.8,83,39.75903614457831,0.5937349397590362,-5.96,0.045963879383255385,0.014341843570334523,451.58362164797325,49.55996854024641,-48.416378352026754
DTRAIL8_ACT15_SL60,DTRAIL,LAZY_FAST,ALL,120,51,16,0,16,8,37.3,28.1,83,51.80722891566265,0.6006024096385543,0.11,0.04671331242315785,0.019459085447040614,451.5370400437685,62.42702389152007,-48.46295995623149
DTRAIL10_ACT40_SL40,DTRAIL,LAZY_FAST,ALL,240,29,30,0,24,3,42.5,31.1,83,42.168674698795186,0.716024096385542,-9.93,0.05354659098778733,0.01591629515508919,451.4709480931658,42.38888066464106,-48.529051906834184
DTRAIL5_ACT30_SL50,DTRAIL,LAZY_MED,ALL,120,37,24,0,22,8,40.7,30.3,83,45.78313253012048,0.8597590361445796,-1.58,0.06192146617124745,0.019822135283032283,451.2277547569169,57.359088765108325,-48.77224524308309
DTRAIL8_ACT30_SL40,DTRAIL,FAST_30,ALL,180,38,29,0,16,6,36.5,28.0,83,48.19277108433735,0.1751807228915665,-1.48,0.01613975935818755,0.005056121997895013,451.1199454231157,46.68958959149496,-48.88005457688428
DTRAIL8_ACT30_SL40,DTRAIL,FAST_30,ALL,240,38,29,0,16,6,36.5,28.0,83,48.19277108433735,0.1751807228915665,-1.48,0.01613975935818755,0.005056121997895013,451.1199454231157,46.68958959149496,-48.88005457688428
DTRAIL8_ACT30_SL40,DTRAIL,FAST_30,ALL,360,38,29,0,16,6,36.5,28.0,83,48.19277108433735,0.1751807228915665,-1.48,0.01613975935818755,0.005056121997895013,451.1199454231157,46.68958959149496,-48.88005457688428
DTRAIL10_ACT15_SL40,DTRAIL,LAZY_MED,ALL,60,43,20,0,20,12,36.5,27.3,83,40.963855421686745,0.525421686746988,-8.14,0.041267330781864286,0.013456114303553424,450.89322847801094,52.701034421453286,-49.10677152198906
DTRAIL10_ACT15_SL50,DTRAIL,LAZY_XSLOW,ALL,120,45,15,0,23,0,40.4,30.1,83,43.373493975903614,0.858313253012049,-6.7299999999999995,0.06161169013127481,0.01977212072693607,450.86511203497093,55.09585783645484,-49.134887965029066
DTRAIL8_ACT5_SL50,DTRAIL,FAST_15,ALL,60,59,13,0,11,23,29.1,23.5,83,49.39759036144578,-0.051445783132529586,-0.33,-0.00525161991548506,-0.0019819376165692293,450.7211216141178,42.30777915527324,-49.278878385882194
TP30_SL30,FIXED,LAZY_STD,ALL,60,0,33,27,23,17,32.1,24.2,83,44.57831325301205,-0.3944578313253003,-4.64,-0.05195676532173403,-0.01295738539306096,450.6600997297137,35.65149771841033,-49.33990027028631
SCALP_TP30_SL30,SCALP,LAZY_STD,ALL,60,0,33,27,23,17,32.1,24.2,83,44.57831325301205,-0.3944578313253003,-4.64,-0.05195676532173403,-0.01295738539306096,450.6600997297137,35.65149771841033,-49.33990027028631
DTRAIL5_ACT50_SL50,DTRAIL,LAZY_MED,ALL,120,22,28,0,33,4,45.1,32.8,83,38.55421686746988,1.1750602409638564,-10.35,0.07801633331355545,0.020126602531134963,450.5303352956448,47.70353389503997,-49.46966470435518
DTRAIL5_ACT5_SL70,DTRAIL,CURRENT,ALL,60,63,8,0,12,32,23.8,20.5,83,57.831325301204814,-0.20180722891566272,3.19,-0.023289293065254294,-0.009542746936677338,450.47337643407207,49.786993606866154,-49.526623565927935
SCALP_TP25_SL30,SCALP,LAZY_SLOW,ALL,15,0,17,25,41,5,31.9,22.6,83,44.57831325301205,-0.6044578313253012,-2.6599999999999997,-0.09809710026043894,-0.02656641890958733,450.2523658636836,39.902676681637736,-49.74763413631638
DTRAIL10_ACT15_SL50,DTRAIL,LAZY_MED,ALL,120,49,16,0,18,10,38.2,28.5,83,44.57831325301205,0.5981927710843378,-2.32,0.04590250494482455,0.016220571875706635,450.23279411069655,57.15722436302407,-49.767205889303455
TRAIL5_TP70_SL60,TRAIL,FAST_15,ALL,240,63,13,4,3,30,23.5,20.4,83,59.036144578313255,-0.3108433734939755,3.0300000000000002,-0.038573742527169344,-0.015823767143040124,450.2040945207646,44.77770869540932,-49.79590547923539
TRAIL5_TP70_SL60,TRAIL,FAST_15,ALL,360,63,13,4,3,30,23.5,20.4,83,59.036144578313255,-0.3108433734939755,3.0300000000000002,-0.038573742527169344,-0.015823767143040124,450.2040945207646,44.77770869540932,-49.79590547923539
DTRAIL8_ACT15_SL50,DTRAIL,CURRENT,ALL,180,54,17,0,12,22,29.2,24.0,83,57.831325301204814,-0.2486746987951801,3.61,-0.029206304565979654,-0.010727696030421119,449.9568233712882,48.212162022631674,-50.04317662871182
DTRAIL8_ACT15_SL50,DTRAIL,CURRENT,ALL,240,54,17,0,12,22,29.2,24.0,83,57.831325301204814,-0.2486746987951801,3.61,-0.029206304565979654,-0.010727696030421119,449.9568233712882,48.212162022631674,-50.04317662871182
DTRAIL8_ACT15_SL50,DTRAIL,CURRENT,ALL,360,54,17,0,12,22,29.2,24.0,83,57.831325301204814,-0.2486746987951801,3.61,-0.029206304565979654,-0.010727696030421119,449.9568233712882,48.212162022631674,-50.04317662871182
DTRAIL5_ACT15_SL50,DTRAIL,LAZY_STD,ALL,180,49,17,0,17,12,38.1,28.5,83,45.78313253012048,0.6466265060240968,-1.8499999999999999,0.04887840260064037,0.01695355690022876,449.92197489752635,60.84465103136837,-50.078025102473646
DTRAIL5_ACT15_SL50,DTRAIL,LAZY_STD,ALL,240,49,17,0,17,12,38.1,28.5,83,45.78313253012048,0.6466265060240968,-1.8499999999999999,0.04887840260064037,0.01695355690022876,449.92197489752635,60.84465103136837,-50.078025102473646
DTRAIL5_ACT15_SL50,DTRAIL,LAZY_STD,ALL,360,49,17,0,17,12,38.1,28.5,83,45.78313253012048,0.6466265060240968,-1.8499999999999999,0.04887840260064037,0.01695355690022876,449.92197489752635,60.84465103136837,-50.078025102473646
SCALP_TP10_SL10,SCALP,LAZY_MED,ALL,60,0,43,37,3,52,15.5,13.4,83,46.98795180722892,-0.937590361445783,-10.27,-0.3804030328834947,-0.09782504640676709,449.9061708059198,19.004940743980285,-50.09382919408017
SCALP_TP30_SL30,SCALP,LAZY_XSLOW,ALL,30,0,23,18,42,3,33.9,24.2,83,48.19277108433735,-0.2771084337349394,-1.77,-0.033030059182314324,-0.009986429310951617,449.83452046556573,44.3302656407157,-50.16547953443427
DTRAIL3_ACT20_SL50,DTRAIL,FAST_15,ALL,60,45,19,0,19,18,29.9,24.9,83,49.39759036144578,0.28493975903614527,-0.83,0.024599847371325773,0.008460451696417903,449.829777440124,52.480241911240185,-50.17022255987598
DTRAIL5_ACT50_SL40,DTRAIL,CURRENT,ALL,240,24,37,0,22,7,39.6,30.2,83,38.55421686746988,0.729397590361446,-22.58,0.05442297364472538,0.013186402094599259,449.7514413255055,46.17203046265384,-50.24855867449452
DTRAIL5_ACT30_SL60,DTRAIL,LAZY_FAST,ALL,120,39,22,0,22,4,39.6,30.3,83,49.39759036144578,0.9460240963855427,-0.08,0.06637684654304474,0.02219659039378241,449.2838454034751,59.05854377163736,-50.716154596524916
DTRAIL8_ACT5_SL50,DTRAIL,LAZY_SLOW,ALL,120,53,15,0,15,0,37.9,28.6,83,40.963855421686745,0.619638554216868,-3.3099999999999996,0.04703273721320298,0.015220244939909644,449.2688044663658,52.485989734302976,-50.73119553363421
TP40_SL30,FIXED,LAZY_SLOW,ALL,60,0,34,19,30,1,38.4,27.1,83,40.963855421686745,-0.25325301204819245,-13.84,-0.02887543201764922,-0.0071245613940645325,448.8285952935455,35.690189780823026,-51.171404706454496
SCALP_TP15_SL15,SCALP,LAZY_MED,ALL,60,0,40,37,6,40,19.2,16.4,83,46.98795180722892,-0.8916867469879523,-1.68,-0.2470845589901744,-0.06231772477336778,448.6501824262835,26.139746724543585,-51.34981757371651
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_XSLOW,ALL,180,53,8,0,22,0,39.1,29.9,83,45.78313253012048,0.9661445783132531,-3.53,0.06700223424475744,0.022818435725324437,448.4716242010639,63.275668871937185,-51.52837579893611
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_XSLOW,ALL,240,53,8,0,22,0,39.1,29.9,83,45.78313253012048,0.9661445783132531,-3.53,0.06700223424475744,0.022818435725324437,448.4716242010639,63.275668871937185,-51.52837579893611
DTRAIL3_ACT10_SL70,DTRAIL,LAZY_XSLOW,ALL,360,53,8,0,22,0,39.1,29.9,83,45.78313253012048,0.9661445783132531,-3.53,0.06700223424475744,0.022818435725324437,448.4716242010639,63.275668871937185,-51.52837579893611
SCALP_TP25_SL20,SCALP,LAZY_XSLOW,ALL,60,0,37,23,23,5,34.9,24.5,83,39.75903614457831,-0.4650602409638555,-17.419999999999998,-0.06224946406908998,-0.01556284460649937,448.41663640788784,38.88494410968945,-51.583363592112164
DTRAIL3_ACT15_SL60,DTRAIL,LAZY_SLOW,ALL,180,48,16,0,19,0,38.0,29.0,83,48.19277108433735,0.7949397590361446,-0.9900000000000001,0.057322141654231815,0.021064563381612722,448.37307781239224,59.08829770731455,-51.62692218760776
DTRAIL3_ACT15_SL60,DTRAIL,LAZY_SLOW,ALL,240,48,16,0,19,0,38.0,29.0,83,48.19277108433735,0.7949397590361446,-0.9900000000000001,0.057322141654231815,0.021064563381612722,448.37307781239224,59.08829770731455,-51.62692218760776
DTRAIL3_ACT15_SL60,DTRAIL,LAZY_SLOW,ALL,360,48,16,0,19,0,38.0,29.0,83,48.19277108433735,0.7949397590361446,-0.9900000000000001,0.057322141654231815,0.021064563381612722,448.37307781239224,59.08829770731455,-51.62692218760776
DTRAIL3_ACT15_SL70,DTRAIL,FAST_15,ALL,180,54,14,0,15,21,30.0,25.2,83,59.036144578313255,0.45987951807228916,8.17,0.03727213108716088,0.015534649403711742,448.29820383131556,58.9968221992451,-51.70179616868444
DTRAIL3_ACT15_SL70,DTRAIL,FAST_15,ALL,240,54,14,0,15,21,30.0,25.2,83,59.036144578313255,0.45987951807228916,8.17,0.03727213108716088,0.015534649403711742,448.29820383131556,58.9968221992451,-51.70179616868444
DTRAIL3_ACT15_SL70,DTRAIL,FAST_15,ALL,360,54,14,0,15,21,30.0,25.2,83,59.036144578313255,0.45987951807228916,8.17,0.03727213108716088,0.015534649403711742,448.29820383131556,58.9968221992451,-51.70179616868444
DTRAIL8_ACT15_SL50,DTRAIL,FAST_15,ALL,180,54,17,0,12,20,31.3,25.2,83,53.01204819277109,-0.006265060240963146,2.41,-0.0006110157214496164,-0.00023178952862434876,448.23689283250513,47.82088475153299,-51.763107167494866
DTRAIL8_ACT15_SL50,DTRAIL,FAST_15,ALL,240,54,17,0,12,20,31.3,25.2,83,53.01204819277109,-0.006265060240963146,2.41,-0.0006110157214496164,-0.00023178952862434876,448.23689283250513,47.82088475153299,-51.763107167494866
