strategy,source,poll_sec,mode,n,wr_pct,avg_pnl_pct,median_pnl_pct,sum_pnl_usd
DTRAIL3_ACT5_SL60,both,0,ema_slow,30,43.3,-2.31,-8.24,-29.94
DTRAIL3_ACT5_SL60,both,0,hysteresis,30,56.7,-5.16,2.69,-70.63
DTRAIL3_ACT5_SL60,both,0,volume_gated,30,56.7,-4.46,2.69,-55.85
DTRAIL3_ACT5_SL60,both,30,raw,30,56.7,-4.46,2.69,-55.85
DTRAIL3_ACT5_SL60,both,30,median_3,30,50.0,-6.3,-0.33,-79.83
DTRAIL3_ACT5_SL60,both,30,median_5,30,46.7,-9.22,-1.12,-124.39
DTRAIL3_ACT5_SL60,both,30,winsor_p95,30,56.7,-4.54,2.69,-56.71
DTRAIL3_ACT5_SL60,both,30,dual_confirm,30,56.7,-4.62,2.69,-57.7
DTRAIL3_ACT5_SL60,both,30,ema_fast,30,50.0,-5.67,-0.33,-70.36
DTRAIL3_ACT5_SL60,both,30,ema_slow,30,43.3,-2.31,-8.24,-29.94
DTRAIL3_ACT5_SL60,both,30,hysteresis,30,56.7,-5.16,2.69,-70.63
DTRAIL3_ACT5_SL60,both,30,volume_gated,30,56.7,-4.46,2.69,-55.85
DTRAIL3_ACT5_SL60,both,60,raw,30,56.7,-4.12,2.23,-51.57
DTRAIL3_ACT5_SL60,both,60,median_3,30,46.7,-7.32,-1.78,-95.61
DTRAIL3_ACT5_SL60,both,60,median_5,30,53.3,-7.19,1.37,-94.8
DTRAIL3_ACT5_SL60,both,60,winsor_p95,30,56.7,-4.2,2.23,-52.43
DTRAIL3_ACT5_SL60,both,60,dual_confirm,30,56.7,-4.27,2.23,-53.42
DTRAIL3_ACT5_SL60,both,60,ema_fast,30,46.7,-5.43,-1.78,-67.75
DTRAIL3_ACT5_SL60,both,60,ema_slow,30,43.3,-3.45,-4.2,-45.84
DTRAIL3_ACT5_SL60,both,60,hysteresis,30,56.7,-4.81,2.23,-66.35
DTRAIL3_ACT5_SL60,both,60,volume_gated,30,56.7,-4.12,2.23,-51.57
DTRAIL3_ACT5_SL60,both,120,raw,30,53.3,-3.19,0.8,-39.84
DTRAIL3_ACT5_SL60,both,120,median_3,30,53.3,-4.63,0.8,-65.25
DTRAIL3_ACT5_SL60,both,120,median_5,30,50.0,-2.83,-1.42,-36.65
DTRAIL3_ACT5_SL60,both,120,winsor_p95,30,53.3,-5.97,0.8,-82.31
DTRAIL3_ACT5_SL60,both,120,dual_confirm,30,53.3,-3.34,0.8,-41.69
DTRAIL3_ACT5_SL60,both,120,ema_fast,30,53.3,-5.37,0.8,-74.23
DTRAIL3_ACT5_SL60,both,120,ema_slow,30,53.3,-2.82,0.8,-37.81
DTRAIL3_ACT5_SL60,both,120,hysteresis,30,53.3,-4.49,0.8,-62.8
DTRAIL3_ACT5_SL60,both,120,volume_gated,30,53.3,-3.19,0.8,-39.84
DIP30_B5_T5_A20_SL70_240m,jupiter,0,raw,30,56.7,-2.45,2.02,3.88
DIP30_B5_T5_A20_SL70_240m,jupiter,0,median_3,30,53.3,-4.75,2.7,-8.32
DIP30_B5_T5_A20_SL70_240m,jupiter,0,median_5,30,46.7,-9.97,-3.02,-34.61
DIP30_B5_T5_A20_SL70_240m,jupiter,0,winsor_p95,30,56.7,3.44,6.57,21.46
DIP30_B5_T5_A20_SL70_240m,jupiter,0,dual_confirm,30,56.7,-2.45,2.02,3.88
DIP30_B5_T5_A20_SL70_240m,jupiter,0,ema_fast,30,56.7,2.75,13.05,16.29
DIP30_B5_T5_A20_SL70_240m,jupiter,0,ema_slow,30,43.3,-5.13,-3.3,-23.14
DIP30_B5_T5_A20_SL70_240m,jupiter,0,hysteresis,30,56.7,-4.15,2.02,-5.73
DIP30_B5_T5_A20_SL70_240m,jupiter,0,volume_gated,30,56.7,-2.45,2.02,3.88
DIP30_B5_T5_A20_SL70_240m,jupiter,30,raw,30,56.7,-2.45,2.02,3.88
DIP30_B5_T5_A20_SL70_240m,jupiter,30,median_3,30,53.3,-4.75,2.7,-8.32
DIP30_B5_T5_A20_SL70_240m,jupiter,30,median_5,30,46.7,-9.97,-3.02,-34.61
DIP30_B5_T5_A20_SL70_240m,jupiter,30,winsor_p95,30,56.7,3.44,6.57,21.46
DIP30_B5_T5_A20_SL70_240m,jupiter,30,dual_confirm,30,56.7,-2.45,2.02,3.88
DIP30_B5_T5_A20_SL70_240m,jupiter,30,ema_fast,30,56.7,2.75,13.05,16.29
DIP30_B5_T5_A20_SL70_240m,jupiter,30,ema_slow,30,43.3,-5.13,-3.3,-23.14
DIP30_B5_T5_A20_SL70_240m,jupiter,30,hysteresis,30,56.7,-4.15,2.02,-5.73
DIP30_B5_T5_A20_SL70_240m,jupiter,30,volume_gated,30,56.7,-2.45,2.02,3.88
DIP30_B5_T5_A20_SL70_240m,jupiter,60,raw,30,56.7,-2.89,2.02,1.92
DIP30_B5_T5_A20_SL70_240m,jupiter,60,median_3,30,53.3,-4.92,1.47,-12.16
DIP30_B5_T5_A20_SL70_240m,jupiter,60,median_5,30,50.0,-8.58,-0.71,-26.75
DIP30_B5_T5_A20_SL70_240m,jupiter,60,winsor_p95,30,56.7,4.75,13.05,32.63
DIP30_B5_T5_A20_SL70_240m,jupiter,60,dual_confirm,30,56.7,-2.89,2.02,1.92
DIP30_B5_T5_A20_SL70_240m,jupiter,60,ema_fast,30,56.7,2.42,13.05,15.12
DIP30_B5_T5_A20_SL70_240m,jupiter,60,ema_slow,30,46.7,-2.57,-3.3,-6.51
DIP30_B5_T5_A20_SL70_240m,jupiter,60,hysteresis,30,56.7,-4.59,2.02,-7.69
DIP30_B5_T5_A20_SL70_240m,jupiter,60,volume_gated,30,56.7,-2.89,2.02,1.92
DIP30_B5_T5_A20_SL70_240m,jupiter,120,raw,30,60.0,-0.43,5.44,14.12
DIP30_B5_T5_A20_SL70_240m,jupiter,120,median_3,30,56.7,-2.59,4.98,-4.6
DIP30_B5_T5_A20_SL70_240m,jupiter,120,median_5,30,56.7,1.13,7.17,19.32
DIP30_B5_T5_A20_SL70_240m,jupiter,120,winsor_p95,30,60.0,-2.73,5.44,-5.1
DIP30_B5_T5_A20_SL70_240m,jupiter,120,dual_confirm,30,60.0,-0.43,5.44,14.12
DIP30_B5_T5_A20_SL70_240m,jupiter,120,ema_fast,30,60.0,-3.19,5.44,-6.57
DIP30_B5_T5_A20_SL70_240m,jupiter,120,ema_slow,30,56.7,1.87,7.17,20.09
DIP30_B5_T5_A20_SL70_240m,jupiter,120,hysteresis,30,60.0,-2.41,5.44,3.59
DIP30_B5_T5_A20_SL70_240m,jupiter,120,volume_gated,30,60.0,-0.43,5.44,14.12
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,raw,30,60.0,-4.82,5.03,-11.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,median_3,30,60.0,-4.47,3.92,-11.4
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,median_5,30,53.3,-10.25,1.95,-30.56
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,winsor_p95,30,60.0,3.02,10.43,17.51
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,dual_confirm,30,60.0,-4.82,5.03,-11.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,ema_fast,30,60.0,2.55,7.13,13.43
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,ema_slow,30,43.3,-5.91,-3.62,-21.33
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,hysteresis,30,60.0,-6.55,5.03,-21.52
DIP30_B5_T5_A20_SL70_240m,dexscreener,0,volume_gated,30,60.0,-4.82,5.03,-11.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,raw,30,60.0,-4.82,5.03,-11.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,median_3,30,60.0,-4.47,3.92,-11.4
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,median_5,30,53.3,-10.25,1.95,-30.56
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,winsor_p95,30,60.0,3.02,10.43,17.51
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,dual_confirm,30,60.0,-4.82,5.03,-11.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,ema_fast,30,60.0,2.55,7.13,13.43
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,ema_slow,30,43.3,-5.91,-3.62,-21.33
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,hysteresis,30,60.0,-6.55,5.03,-21.52
DIP30_B5_T5_A20_SL70_240m,dexscreener,30,volume_gated,30,60.0,-4.82,5.03,-11.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,raw,30,60.0,-5.26,5.03,-13.97
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,median_3,30,60.0,-5.41,3.92,-17.36
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,median_5,30,53.3,-10.09,1.95,-28.24
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,winsor_p95,30,60.0,0.79,10.43,1.85
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,dual_confirm,30,60.0,-5.26,5.03,-13.97
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,ema_fast,30,60.0,0.75,7.13,1.03
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,ema_slow,30,50.0,-4.33,2.83,-10.73
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,hysteresis,30,60.0,-6.98,5.03,-23.68
DIP30_B5_T5_A20_SL70_240m,dexscreener,60,volume_gated,30,60.0,-5.26,5.03,-13.97
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,raw,30,56.7,-3.01,10.25,-2.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,median_3,30,56.7,-1.69,10.32,2.57
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,median_5,30,53.3,0.21,12.2,20.15
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,winsor_p95,30,56.7,1.78,11.22,23.72
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,dual_confirm,30,56.7,-3.01,10.25,-2.81
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,ema_fast,30,56.7,-2.33,7.18,0.13
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,ema_slow,30,53.3,0.37,12.2,19.09
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,hysteresis,30,56.7,-5.0,10.25,-13.41
DIP30_B5_T5_A20_SL70_240m,dexscreener,120,volume_gated,30,56.7,-3.01,10.25,-2.81
DIP30_B5_T5_A20_SL70_240m,both,0,raw,30,56.7,-2.09,6.11,5.01
DIP30_B5_T5_A20_SL70_240m,both,0,median_3,30,56.7,-4.08,3.93,-4.18
DIP30_B5_T5_A20_SL70_240m,both,0,median_5,30,50.0,-10.41,-0.71,-30.38
DIP30_B5_T5_A20_SL70_240m,both,0,winsor_p95,30,56.7,3.8,13.05,22.59
DIP30_B5_T5_A20_SL70_240m,both,0,dual_confirm,30,56.7,-2.09,6.11,5.01
DIP30_B5_T5_A20_SL70_240m,both,0,ema_fast,30,56.7,2.47,13.05,14.48
DIP30_B5_T5_A20_SL70_240m,both,0,ema_slow,30,43.3,-5.21,-3.3,-15.6
DIP30_B5_T5_A20_SL70_240m,both,0,hysteresis,30,56.7,-3.78,6.11,-4.6
DIP30_B5_T5_A20_SL70_240m,both,0,volume_gated,30,56.7,-2.09,6.11,5.01
DIP30_B5_T5_A20_SL70_240m,both,30,raw,30,56.7,-2.09,6.11,5.01
DIP30_B5_T5_A20_SL70_240m,both,30,median_3,30,56.7,-4.08,3.93,-4.18
DIP30_B5_T5_A20_SL70_240m,both,30,median_5,30,50.0,-10.41,-0.71,-30.38
DIP30_B5_T5_A20_SL70_240m,both,30,winsor_p95,30,56.7,3.8,13.05,22.59
DIP30_B5_T5_A20_SL70_240m,both,30,dual_confirm,30,56.7,-2.09,6.11,5.01
DIP30_B5_T5_A20_SL70_240m,both,30,ema_fast,30,56.7,2.47,13.05,14.48
DIP30_B5_T5_A20_SL70_240m,both,30,ema_slow,30,43.3,-5.21,-3.3,-15.6
DIP30_B5_T5_A20_SL70_240m,both,30,hysteresis,30,56.7,-3.78,6.11,-4.6
DIP30_B5_T5_A20_SL70_240m,both,30,volume_gated,30,56.7,-2.09,6.11,5.01
DIP30_B5_T5_A20_SL70_240m,both,60,raw,30,56.7,-2.53,6.11,3.05
DIP30_B5_T5_A20_SL70_240m,both,60,median_3,30,56.7,-4.72,2.7,-11.54
DIP30_B5_T5_A20_SL70_240m,both,60,median_5,30,50.0,-10.33,-0.71,-32.35
DIP30_B5_T5_A20_SL70_240m,both,60,winsor_p95,30,56.7,5.11,16.02,33.76
DIP30_B5_T5_A20_SL70_240m,both,60,dual_confirm,30,56.7,-2.53,6.11,3.05
DIP30_B5_T5_A20_SL70_240m,both,60,ema_fast,30,56.7,2.35,13.05,14.88
DIP30_B5_T5_A20_SL70_240m,both,60,ema_slow,30,46.7,-4.46,-3.3,-12.56
DIP30_B5_T5_A20_SL70_240m,both,60,hysteresis,30,56.7,-4.22,6.11,-6.56
DIP30_B5_T5_A20_SL70_240m,both,60,volume_gated,30,56.7,-2.53,6.11,3.05
DIP30_B5_T5_A20_SL70_240m,both,120,raw,30,60.0,-0.46,10.59,13.94
DIP30_B5_T5_A20_SL70_240m,both,120,median_3,30,60.0,-2.91,6.12,-5.74
DIP30_B5_T5_A20_SL70_240m,both,120,median_5,30,56.7,-0.23,7.17,15.03
DIP30_B5_T5_A20_SL70_240m,both,120,winsor_p95,30,60.0,-2.75,10.59,-5.28
DIP30_B5_T5_A20_SL70_240m,both,120,dual_confirm,30,60.0,-0.46,10.59,13.94
DIP30_B5_T5_A20_SL70_240m,both,120,ema_fast,30,60.0,-3.66,6.12,-8.12
DIP30_B5_T5_A20_SL70_240m,both,120,ema_slow,30,56.7,-0.06,7.17,14.0
DIP30_B5_T5_A20_SL70_240m,both,120,hysteresis,30,60.0,-2.44,10.59,3.41
DIP30_B5_T5_A20_SL70_240m,both,120,volume_gated,30,60.0,-0.46,10.59,13.94
